,tag,text
266,1,@anonymized_account Zdechniech w męczarniach na raka trzustki
267,2,"My Polacy Gowiny Ziobraki Sadurskie informujemy  śmieciaki, do pierwszego 20 tyś to mało, pokora polaki-śmieciaki dzielić na 12 śmieciaki"
268,2,@anonymized_account @anonymized_account Wypad kłamco i oszuście z mojego miasta
269,2,@anonymized_account Twoje zachowanie i POglądy mają wiele wspólnego z komuchami.
270,2,@anonymized_account I jebnij  swastykę na ryju
271,2,"@anonymized_account @anonymized_account Nikt jej nie potrafi powiedzieć, że dziennikarz to nie baba na rynku co handluje mięsem i drze ryja?"
272,2,@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Jak można takie bydło nazywać panami i paniami....
273,1,"@anonymized_account @anonymized_account A ja mam wrażenie że to twój mózg. Taki gładki, nieskażony myśleniem."
274,2,"@anonymized_account @anonymized_account Dokładnie tak będzie. I to wcale nie przez to, że PiS taki sprawny a dlatego, że Polacy to debile."
275,2,@anonymized_account Napewno się nie damy. Żaden stary ćpun i alkoholik już nigdy więcej nie wprowadzi stada bezmózgiej chołoty do sejmu.
276,1,@anonymized_account @anonymized_account @anonymized_account twoja stara ma konto w powerbanku
277,2,@anonymized_account Dawniej byli TW SB a teraz TW PiS.
278,1,@anonymized_account Debil czy tylko udaje debila?
279,2,@anonymized_account Ręce precz od Polski szwabie
280,2,@anonymized_account @anonymized_account A ci co nie głosowali? Wszyscy jesteście pieprzonymi gnojami.
281,2,"@anonymized_account Czemu @anonymized_account a nie Pani, kompetencje, elekwętność, nie działa w pzu a nie praca za grosze? xd"
282,2,@anonymized_account Hehehehehe!!!!!!!!@anonymized_account Rozumu wam nie zabiorą bo go NIE MACIE matoły!!!!!!
283,2,"@anonymized_account @anonymized_account Takie teksty to dla waszych pisofanów. Wy myślicie, że jak wasi wyborcy to debile to reszta też?"
284,2,"@anonymized_account Nie ma co być zawiedzionym. Pora zdać sobie sprawe, że jesteście zbieraniną palantów nie nadających się do niczego."
285,1,Jedyne co mi na myśl przychodzi na określenie mentalności prof.Matczaka to mentalność Alfonsa #Minela20
286,2,"@anonymized_account Wyobraź sobie, że będzie jeszcze lepiej.\nTylko proszę zabrać od Naszej Ojczyzny swoje \""lepkie\"" łapki."
287,2,"Jezus kocha pedofili, nekrofili a nawet @anonymized_account"
288,1,@anonymized_account Gdyby nie był takim zjebem narzucajacym innym swój obraz rodziny
289,2,@anonymized_account @anonymized_account rydzykowo-pisbolszewicki ultras kreujący się na Wallenroda a tak tak naprawdę najgorsze szambo
290,2,@anonymized_account Taki sam niemiecki baran ja ty😆😆😆
291,2,"@anonymized_account @anonymized_account ZIOBRO MA KORZENIE KOMUNISTECZNE, KOGO TEN APARATCZYK"
292,2,@anonymized_account @anonymized_account @anonymized_account Który raz to mówisz pajacu? Powtarzasz to przy każdych wyborach samorzadowych
293,2,"@anonymized_account Przedstawiciele normalnego, wolnego świata ma cię głęboko w dupie. Wstyd i żenada."
294,2,Bardzo dobrze mi sie żyje jako polski żyd z ukrainy nie ma w Polsce antysemityzmu z wyjątkiem @anonymized_account
295,2,"@anonymized_account Wczoraj walczył z bolszewikami dziś ich kocha,"
296,2,"@anonymized_account Jesteś na urlopie, czy dalej doisz państwo na propagandę PiSu?"
297,1,Pepe is an enormous dick.
298,2,"@anonymized_account Widze, że jebie w główkę mocniej i mocniej..."
299,2,@anonymized_account @anonymized_account @anonymized_account @anonymized_account co ma mówić karakan i tak  ma pełnego pampersa
300,2,@anonymized_account Duda pójdzie z banerem o białej sile a Morawiecki z flagą ONRu. Błaszczak i Jojo po jednej racy w dupie.
301,2,@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Zmień dealera i portrecik nad łóżkiem zmień z Prezesa na kogoś innego.
302,2,"@anonymized_account @anonymized_account @anonymized_account Ładnie tak obrażać podatników, którzy płacą za twoje pobory i nagrody, pisowski kutasie?"
303,1,@anonymized_account Chuj Cię to obchodzi! :)
304,2,"@anonymized_account Szmata ludzka, gdzie swastyka na ryju"
305,2,Zdrajca i faszysta Tusk szuka między nami Polakami bolszewików.Jebana menda.
306,1,@anonymized_account @anonymized_account Wściekła cwelica kaczorzyca karakanica jadowita moze mi naskoczyć
307,2,@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Tak się zastanawiam kto tu komu bardziej w dupę wchodzi...
308,2,@anonymized_account @anonymized_account @anonymized_account Rachoń idioto popatrz w lustro i zapytaj tego drugiego skąd się taki debil wziął jak ty.
309,2,PZPR - Płatni Zdrajcy i Pachołki Rosji ! #woronicza17
310,2,@anonymized_account DOBRA WIADOMOŚĆ DLA L EWACTWA I DLA CIEBIE LISKU PISIORY  44  %  TOTALNI DEBILE 14  %  SUPER!!!!!!
311,1,"@anonymized_account Ja rozumiem, że można być religijnym. Ale dlaczego koniecznie przy tym trzeba być pierdolniętym?"
312,2,@anonymized_account Wypierdal..ć - to tobie już dwie żony powiedziały. A rudy zdrajca to co najwyżej może prosić o najniższy wymiar kary.
313,2,"@anonymized_account Najebany ułan za kierownicą i w drogę, a innych poucza"
314,1,"Jak mylisz think z thing to ja kurwa nie wiem o czym ty myślisz, chyba wcale"
315,2,@anonymized_account @anonymized_account Głupi jesteś. Czytaj ze zrozumieniem i nie rób z siebie debila. No chyba że już za późno.
316,1,@anonymized_account O kurwa ale jesteś głupi
317,2,Gdzie jest mały faszystowski gnom @anonymized_account
318,2,Beata wystarczy nie kraść miała intymną relację  z księdzem Rydzykiem
319,2,"@anonymized_account @anonymized_account @anonymized_account Dla kościoła ważne jest aby \""świadomość\"" wyznawców była jak najniższa. Mądrymi nie da.sie manipulować."
320,2,@anonymized_account @anonymized_account @anonymized_account Kłamstwo kłamstwem pogania. Nic innego tylko łgarstwa i ciągle łamanie prawa.
321,2,"@anonymized_account Oglądalność rośnie , drugi Lis nam rośnie, oj ty zjebie"
322,2,"@anonymized_account Faszyzujący ultrasie, jak tam sprawa z koroną?"
323,2,"@anonymized_account @anonymized_account @anonymized_account Mosiński, nie każdy jest takim debilem jak ty. Większość rozumie to co powiedział @anonymized_account"
324,2,"@anonymized_account Ty parchu, jeszcze to odszczekasz parchu"
325,2,"@anonymized_account @anonymized_account @anonymized_account Ty pieprzony kłamco, takie teksty to moherom u Rydzyka."
326,2,@anonymized_account @anonymized_account @anonymized_account To był marsz hańby. Duda i Morawiecki przewodniczyli neofaszystom i wplątali w to wojsko.
327,1,"@anonymized_account Chłopie, odpocznij. A może masz niedotleniony mózg bo Ci napletek skronie zbyt mocno uciska?"
328,2,@anonymized_account @anonymized_account @anonymized_account Szczególnie możemy być dumni z idioty prezydenta uzależnionego od starego frustrata z kotem.
329,2,@anonymized_account To musi być miło utopić się we własnej wazelinie.
330,2,Gdzie jesteś Polska @anonymized_account @anonymized_account @anonymized_account ? Wasz poziom to poziom szamba
331,2,@anonymized_account @anonymized_account Morawieckiego łżesz jak bura suka
332,2,@anonymized_account Tomek ty i analizy? Ty i wnioski? Chłopie nie wiem co ty bierzesz ale zmnieksz dawkę o połowę...
333,1,@anonymized_account @anonymized_account @anonymized_account Powinieneś się cieszyć. Przynajmniej darmowej paszy Ci nie braknie na stare lata.
334,1,@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Chłopcze pogadamy jak przestaniesz na kupkę mówić papu.
335,2,@anonymized_account @anonymized_account Niestety prawda jest taka ze TVN to Nazistowska stacja medialna !!!
336,2,No to się debil Duda popisał na sam początek. Przyszedł po zakończeniu hymnu.
337,1,@anonymized_account Wypad parchu z mojej rozmowy. Nie rozmawia z prymitywami o IQ na poziomie temperatury własnego ciała.
338,2,@anonymized_account @anonymized_account Ty jesteś wiarygodny? Ty jesteś nic nie wartym pajacem uzależnionym od dwóch pierdolniętych starców.
339,2,Skurwysyny pisdzielskie  wasze słowo m-c: empatia
340,2,@anonymized_account @anonymized_account @anonymized_account Mocne słowa? Idiota nie jest w stanie niczego takiego powiedzieć
341,2,"@anonymized_account @anonymized_account Zatem to jesteś Ty i Twój kolega Ziobro. Kwestią jest, które zero jest większe."
342,2,@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Przynajmniej wy nie nauczycie ich jak się okrada budzet
343,2,"@anonymized_account @anonymized_account Znowu Gasiuk zepsuje piwietrze, nowy temat aby bez sensu głupią gębe drzeć."
344,2,"@anonymized_account Wszystko przez Stuhra, TVN i Michnika #odjebanie mózgowe @anonymized_account"
345,2,@anonymized_account @anonymized_account Pogonili cię z MON i nadal chcesz zabłysnąć? Do budy PiSowski piesku.
346,2,@anonymized_account @anonymized_account Leczyć można z chorób - nie ze stanu umysłowego IQ :)
347,2,"@anonymized_account @anonymized_account Biedny sfrustrowany stary człowieku, zamilknij bo ci nadmiar wazeliny wypływa."
348,2,@anonymized_account @anonymized_account @anonymized_account A ty śpisz z zaganiaczem @anonymized_account
349,1,@anonymized_account @anonymized_account A jaki Ty kurwa brzydki jesteś...
350,1,"@anonymized_account @anonymized_account Nie strasz, nie strasz.... Zajmij się kolegami pedofilami i kolegą Paetzem."
351,2,@anonymized_account Wie Pani co to jest średnia?...no może matematyczka Pani Lubnauer podpowie.....
352,1,@anonymized_account nie ma inteligentniejszego tylko ma za ciasno szaliczek i mu oczka wyszły bardziej.
353,2,"@anonymized_account Pawłowicz, gdyby to była prawda, to by cię już dawno nie było głupia cipo."
354,2,"@anonymized_account @anonymized_account @anonymized_account uważaj stara ruro, bo Ci na żarcie w sejmie nie wystarczy."
355,2,@anonymized_account @anonymized_account Powiedział @anonymized_account mający IQ o wartości temperatury ciała
356,2,"@anonymized_account @anonymized_account @anonymized_account Ale przecież on dalej  ssie wszystkimi otworami, całym ciałem, wchłania przez pory kasę z UE"
357,2,"@anonymized_account @anonymized_account @anonymized_account Sakiewicz, Tobie wazelina oczy zalewa i bredzisz."
358,2,Ijo ijo ijo policja tt przejechałem aresztować śmierdzącą @anonymized_account cały tt śmierdzi
359,2,"@anonymized_account Tylko wpisy pisdzielstwa, macie gówno między nogami, spokojnie @anonymized_account @anonymized_account"
360,1,@anonymized_account @anonymized_account Jaka ty ograniczoną jesteś tępa dzido. Jak połowa polskich katolickich sierot po komunie.
361,2,@anonymized_account Które dno osiągnął Pan tym razem? Bo IQ rozwielitka ma wyższe.
362,2,@anonymized_account @anonymized_account A teraz zróbcie sobie nawzajem loda
363,2,"@anonymized_account @anonymized_account \""Drogi\"" TVN - wy nie jesteście \""wolnym medium\"". Wy jesteście szczujnią. Parszywą i zapchloną."
364,2,"@anonymized_account Tak to są konsekwencje waszego zdrajczego plucia na nasz Kraj , jesteś ZEREM.😷😷😷"
365,2,"@anonymized_account @anonymized_account Chyba cię się mózg załadował już od tych bredni Mateusza, bo zaczynasz bredzić tak samo jak on"
366,2,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Dajcie se po razie, bo wszyscy tu na to czekają 😂"
367,2,@anonymized_account Ciebie by się przydało zgnoic
368,1,"@anonymized_account To chuj z nim, pewnie ma kartę emeryta  i przepracowal w życiu 15 lat"
369,2,@anonymized_account @anonymized_account @anonymized_account Kłamca taki jak ty powinien być zdymisjonowany natychmiast.
370,2,@anonymized_account @anonymized_account @anonymized_account Która z Was robi za babcię a która za dziadka?
371,2,"@anonymized_account Kwiat mlodzieży: \""zajebać Tuska ta kurwę Kopaczową i starę szmatę Gersdolf\"""
372,2,"@anonymized_account Dziadek ubierz kapcie, siadaj w fotelu i skończ bredzić"
373,2,"@anonymized_account Synku gówno widziałeś i gówno wiesz. I nie.mow.o rozchwianie emocjonalnym, bo sam.jestes jak dziecko."
374,1,@anonymized_account @anonymized_account @anonymized_account @anonymized_account Tępym chujem to jesteś ty. Jak nie wierzysz to popatrz w lustro.
375,1,@anonymized_account Ale Pani nie pomyli się nikomu - wredna i upierdliwa stara panna jedyna w swoim rodzaju.
376,2,@anonymized_account Tak Kamila wasze zachowanie w Sejmie i pod Sejmem nosi znamiona choroby psychicznej!
377,2,"@anonymized_account Pan jest zerem panie @anonymized_account . A nawet mniej niż zero. Dno, ćwok i skończone bydle. Koniec cytatów."
378,2,"@anonymized_account @anonymized_account @anonymized_account O 135 złotych, a może macie jakiś fundusz na wypłaty pod stołem?"
379,2,@anonymized_account @anonymized_account Ziobro wymyślił przekaz dnia dla pisowskich debili?
380,2,Ten je...ny Kaczyński znowu nas wydymał😂😂😂😂😂.Te miny są bezcenne.
381,1,"@anonymized_account @anonymized_account A to potocznie Cię stary idioto Rachoń zaprosił do studia, żebyś znowu pobrudził trochę."
382,2,@anonymized_account @anonymized_account Miernoto umysłowa na 3+. Pani profesor Gersdorf to ty butów lizać nie jesteś godzien. Zero to więcej niż Ty.
383,2,@anonymized_account @anonymized_account @anonymized_account Wy macie wyzwania i problemy na świecie? To wy jesteście problemem dla świata.
384,2,@anonymized_account @anonymized_account A kto się z tobą będzie spotykał? Kim ty jesteś? Tobie należy w gębę napluć za to wszystko co niszczysz w Polsce.
385,2,@anonymized_account @anonymized_account Kiedy zaczniesz się leczyć kretynie
386,2,@anonymized_account Większość ludzi PiSu jest inteligentna inaczej
387,2,@anonymized_account Sprzedawczyk i kapuś patriotą? Stuknij się Lisie(jesteś taki sam) w tą durną łepetynę!
388,2,Czytam to co pisze  TomaszSiemoniak i oczom nie wierzę. Mam tylko jedno określenie debil. Skończony debil.
389,2,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account No i co kłamliwa, wredna kobieto z broszką teraz powiesz?"
390,2,@anonymized_account Teraz narzekasz pajacu a jutro będziesz głosował razem z PiSem.
391,2,@anonymized_account Pięta to klasyczny PiSowski kawał kłamliwego skurwysyna. I kompletnie nic poza tym.
392,2,"@anonymized_account Wszedzie wciskasz swojego kutasa, sam jesteś niewolnikiem i ty zatruwasz ludzi i traktujesz jak motłoch"
393,2,@anonymized_account @anonymized_account Mam nadzieję że mu wpierdolili porządnie
394,2,A faszysta Tusk mówił coś o jakiś bolszewikach
395,2,@anonymized_account @anonymized_account @anonymized_account Rozmawiacie? O czym ty bredzisz pajacu.
396,2,"@anonymized_account @anonymized_account @anonymized_account Widzę, że wcześnie wstałeś. Rozumiem, że kolejka do psychiatry nie może przepaść."
397,1,@anonymized_account Zapomniałem o ciezniaku nr 1 frajerze 😀
398,1,"@anonymized_account W tym wypadku chyba tańsza byłaby transplantacja głowy, bo lifting gęby musi uzupełnić wszczepienie mózgu, którego nie ma."
399,2,@anonymized_account Tak to jest z pomnikami obrońców pedofili
400,1,@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account A wiecie po czym poznałem ? Bo ma nogi jak grubas 😂
401,1,@anonymized_account Chyba cię frustracie do końca pojebało. To dawaj publicznie tą prawdę psycholu.
402,1,@anonymized_account Probierz cwelu skończyłeś w burdelu!!
403,2,"@anonymized_account @anonymized_account @anonymized_account Zgodzisz się ze mną, im mniej polskich mord w społeczeństwie  tym lepiej dla Polski"
404,2,@anonymized_account Protestują bo widą w przestrzeni coraz więcej  zjebów takich jak wy
405,2,"@anonymized_account @anonymized_account Policjanci to ćpuny, albo emeryci w wieku 45 lat, jakaś herezja"
406,1,@anonymized_account @anonymized_account Wiesz że on jest w rajtuzach i bez majtek
407,1,@anonymized_account @anonymized_account @anonymized_account won z mojego miasta pisowska mendo
408,2,@anonymized_account Won niemcu. Sprzedawaliscie wszystko jak leciało a teraz wielcy patrioci. Won!
409,2,@anonymized_account Powinni im naziole porządny wpierdol spuścić to zrozumieją jaka ich rola @anonymized_account
410,1,@anonymized_account @anonymized_account Ty się chyba ze swoim fiutem na głowy zamieniłeś
411,2,@anonymized_account Ty pajacu historyczny idz się leczyć
412,1,"@anonymized_account ojciec was gwałcił, trafiłem, nie wstydź się"
413,1,"@anonymized_account Zabija cię jak nie pójdziesz, nie bój chlaj"
414,1,"@anonymized_account Rozumiem, że była Pani dnem w tej łódce i stąd te informacje."
415,1,@anonymized_account Kolejna łże jak bura suka
416,2,@anonymized_account Transmitujesz po kryjomu? Komu lizesz dupę? PiSowi ogólnie czy Antoś cię jara? Twoja tv jako jedyna tych bredni nie pokazuje.
417,2,@anonymized_account @anonymized_account @anonymized_account Pani ma donośny głos bo jak się ma pusty łeb to dźwięk mocniej rezonuje. To wszystko.
418,2,@anonymized_account @anonymized_account Pani mózg jest bardzo niepokojący.
419,1,@anonymized_account @anonymized_account Manipulancka tępoto. On urodził się sprawny a choroba uaktywniła się w 21 roku jego życia
420,2,@anonymized_account @anonymized_account A jak niewidzisz że Górski to pizdeczka to polecam wizyte u psychiatry
421,2,Historia jest jedna skurwysyny pisowskie
422,2,@anonymized_account @anonymized_account Nikt ciebie tu nie chce rasistowski pętaku
423,2,"Wiem co mogłoby \""uratować\"" posła Piętę... niech ogłosi, że wszystko to nieprawda, bo jest....gejem 🤪"
424,1,@anonymized_account Znowu nie wziąłeś pigułek i ci jebie...
425,2,@anonymized_account Jasne. Od tego czasu stawki napewno wzrosły. Ciekawe ile Dziwisz zarabia na relikwiach JPII?
426,1,@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Ty się ciulu za robotę weź a nie tylko imprezujesz non stop pajacu
427,2,@anonymized_account @anonymized_account Sasin tobie już się kompletnie pojebało w tym pustym łbie
428,2,@anonymized_account Ty sprzedawczyku idź świętować święta narodowe folksdojczów 😊
429,2,@anonymized_account @anonymized_account W dupie mają przykazania. Nie po to się żeniłem żeby misiewicze ruchali mi żonkę
430,2,"@anonymized_account od wyśmiewania kobiet, szydzenia ze śmierci, prymitywie, idź do burdelu za swoje pieniądze"
431,1,@anonymized_account @anonymized_account @anonymized_account @anonymized_account A jak tam twoje kochanki? Wykorzystujesz czy już nie?
432,1,@anonymized_account @anonymized_account I uważasz pajacu że te sprawy mają coś wspólnego ze sobą?
433,2,@anonymized_account Popieram. Dobrze wyedukowana młodzież na rozpoczęciu kolejnego roku szkolnego Dudzie nakopie i spuści że schodów.
434,2,"@anonymized_account @anonymized_account Genialna para.obaj inteligentni inaczej,obaj ma usługach PiSu,tacy dwaj porzyteczni idioci."
435,2,@anonymized_account @anonymized_account Przecież nie od dzisiaj wiadomo że polscy kierowcy to albo pijaki albo debile.
436,2,@anonymized_account @anonymized_account A do władzy dorwała się rządna władzy ponad wszystko pisowska hołota pod wodzą jego brata i niszczy państwo.
437,2,"@anonymized_account Koniecznie zacznijcie od księży katechetów, to największe zagrożenie. W pedofilstwie kształci ich Seminarium w Tarnowie."
438,2,@anonymized_account @anonymized_account @anonymized_account Ty pieprzony kłamco za państwowe pieniądze.
439,2,"@anonymized_account Tyle znaczysz facet. Nawet Polonia ma Cię w pompie glusiu 😂😂😂 Tłumy widzę, widzę tłumy! Parafrazując 😆"
440,1,"@anonymized_account Powiem Ci po twojemu: ty stary pojebańcu, profesorowi Strzemboszowi nawet butów nie jesteś godzien czyścić."
441,2,"Okazało się, że pierwszym zwierzęciem wystrzelonym w kosmos w 1957r. nie była Лайка, tylko #Morawiecki"
442,2,@anonymized_account A co ze zwierzętami w sutannach gwałcących dzieci?
443,2,"@anonymized_account Nie ucztowoć przy jednym stole z władzą, ty nie dziennikarzu, czerwona zarazo"
444,2,"Jedna rzecz chyba wam umknęła. To, że Gdańsk pokazał nazwisku Wałęsa srodkowy palec. Więc powtórzę za Gdańskiem Fuck you Wałęsa.Fuck you!!!"
445,1,"@anonymized_account Nie zgadzam się żeby mieć tego pana w dupie, to nie moja bajka mieć chuja w dupie."
446,2,"@anonymized_account PiS ma logo z orłem, a ONR ze złamanym chujem. PiS to też złamane chuje więc różnice są kosmetyczne."
447,2,"@anonymized_account @anonymized_account 500+ bardzo dobry program, szkoda że nie z  pisdzielskiej kasy"
448,1,@anonymized_account Ty stary zboczony prymitywie. Jak nie rozumiesz normalnie to może taki język ci to ułatwi.
449,2,@anonymized_account MILIONY POLAKÓW CZEKA NA BADANIA PSYCHIATRYCZNE LISA PO WPISACH WIDAĆ  NIE ZRUWNOWARZENIE PSYCHICZNE  I CIĄGŁĄ  DEPRESJE
450,1,@anonymized_account @anonymized_account czekasz pisowska gnido żeby cisza zapadła abyście mogli zamieść kolejna sprawę pod dywan? Niedoczekanie twoje.
451,1,"@anonymized_account @anonymized_account Nie wiedzialbym że z tym zjebanym klechą  ktoś walczy,spowiedz przez tel . 12 tyś"
452,1,"@anonymized_account @anonymized_account Babcia Herod w formie, pozdrawiam @anonymized_account , czekamy na ustawę w sprawie lewackiej mordy @anonymized_account"
453,2,@anonymized_account @anonymized_account Ty masz zaległości w rozwoju mózgu
454,2,Gdzie moi koledzy @anonymized_account @anonymized_account pewnie odurzają się gdzieś klejem na dworcu
455,1,0888888888 w Bułgarii numer ten uważany jest za przeklęty ponieważ podobno każdy z jego właścicieli umierali po kilku dniach
456,1,Bardzo uprzejmie proszę ABW o zainteresowanie się kontem tego człowieka: @anonymized_account A Was proszę o RT.
457,2,"Odklejenie mózgowe jak nic, jednostka chorobowa"
458,2,"@anonymized_account @anonymized_account Intelektualnie odjechał w krainę dziadka do orzechów, smutne"
459,2,@anonymized_account A ktoś cię jeszcze ogląda pajacu?
460,2,@anonymized_account @anonymized_account @anonymized_account Do tego pajaca ktoś jeszcze przychodzi ?!!!
461,1,@anonymized_account oj nie wiedział co odpisać.Biedny nie bojkotował a pisze żeby kibice bojkotowali bo złego trenera zatrudnili.
462,2,@anonymized_account Kolejny filar inteligencji z PiSu
463,2,@anonymized_account Straszy redekcje karami gałgan jeden
464,2,"@anonymized_account UK jest coraz bardziej faszystowska, ale widocznie jeszcze nie wystarczająco faszystowska aby powitać @anonymized_account"
465,2,"Cały czas czuję ten smród, nie do wytrzymania @anonymized_account chyba ban"
466,1,@anonymized_account Tu stary chuju PZPRowski zajmij się swoimi komuchami z PiSu.
467,2,"@anonymized_account Nie bucz, i tak śmierdzisz"
468,2,"Kto zna większa szmatę nie ważne w którą stronę  większą niż @anonymized_account niech da znać,  powiedz @anonymized_account"
469,2,@anonymized_account @anonymized_account @anonymized_account Kolejny żart? Oddacie każdy grosz z odsetkami. Złodzieje
470,1,@anonymized_account Ten cały @anonymized_account  wygląda mi na pedofila...
471,2,@anonymized_account @anonymized_account @anonymized_account I tak sa izolowani kurwa jak w obozach
472,2,@anonymized_account A co zrobili Pana koledzy? Jako opozycja jesteście bandą nic nie wartych palantów.
473,2,"Ale to jest kurwa pisdzielskie podejście  na każdym rogu SB, albo złodziej"
474,2,"@anonymized_account Popatrz w lustro , to dopiero beztalencie."
475,1,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Spokojnie, napewno się nie załapiesz. Za mało inteligentny jesteś"
476,2,@anonymized_account @anonymized_account Jak zwykle piwo zamiast mózgu
477,1,@anonymized_account Żeby sobie głupi ryj rozwalił
478,2,"@anonymized_account @anonymized_account @anonymized_account Ty gnojku, jakby nie tacy ludzie jak Frasyniuk, to być zapierdalał dzisiaj przy gnoju u siebie na wsi."
479,2,Pan Poseł Andruszkiewicz znowu masakruje lewaków i ubeków! Szanuję. #Woronicza17
480,2,"@anonymized_account @anonymized_account Są ludzie którzy krzyż w dupę dzieciom wkładają, ot czasy"
481,1,@anonymized_account @anonymized_account pelikanem to ty jestes skoro wierzysz że Grosicki był blisko 😂
482,1,"@anonymized_account Dostałeś od policja, fruwales po komisariacie, widziałeś najebanych, naćpanych, odurzonych władza"
483,2,@anonymized_account a ja sugeruję zakup maści na ból dupy @anonymized_account @anonymized_account
484,2,"@anonymized_account @anonymized_account ssa wszystkimi otworami co tylko da sie wessać, dekompozycja obozu rządzącego, drużyna jest w rozsypce"
485,2,"@anonymized_account Zaprzeczenie inteligencji, jak tak można plakal nie plakal, znizac sie do takiego poziomu"
486,1,@anonymized_account To o czym mówi p.Kasprzyk to populizm i demagogia w czystej postaci.
487,2,"@anonymized_account @anonymized_account @anonymized_account gorzej nie, ale po zmianach może być bez zmian.Chujowo ale stabilnie."
488,1,@anonymized_account @anonymized_account Jak piszesz to patrz na klawisze a nie w lustro.
489,1,@anonymized_account @anonymized_account A co on mu tam robi przy rozporku? To napewno figura z brązu?
490,1,"@anonymized_account Ordynarna, prostacka na plecach jp2 promocja"
491,2,"@anonymized_account Podniecony jak trzpiotka, ty dzieciaku"
492,2,"@anonymized_account Lzy ogromne, kiedyś usunąłem ciążę, nie mów nikomu"
493,1,@anonymized_account A ten ksiądz może tą swoją czapkę ma za ciasną...
494,1,"@anonymized_account @anonymized_account Radek nie ma na prąd, został żulem"
495,1,"@anonymized_account @anonymized_account Tak\nDla Polaka to potrzeba:\nJebać #PiSkomuna trzeba!\nNa Twitterze, w Internecie,\nGdzie żerują te ich śmiecie!"
496,2,"#BezRetuszu Postkomunistyczne układy, sitwy,kasty wszystko to na śmietnik historii !! Natychmiast !!"
497,1,@anonymized_account @anonymized_account Po kiego chuja nakrecasz tych followersów
498,2,@anonymized_account A kto kutasie sprzedał Stocznię Ukraińcom?
499,2,"Słyszę, że Pierwsza Milcząca będzie czytała dzieciom Koziołka Matołka...\nA może lepiej poczyta Konstytucję swojemu matołkowi?..."
500,1,@anonymized_account oczywiście że nie jesteśmy zadowoleni.Ale pisząc że powinniśmy bojkotować utwierdzasz mnie w przekonaniu że jesteś pajacem
501,2,@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account A wpływem czego jest noszenie wąsów i kretyńskiej apaszki?
502,2,"@anonymized_account A jak napiszę na Pani domu \""debil\"" to się Pani nie obrazi i nie zadzwoni na Policję?"
503,2,@anonymized_account Wspólnie z neofaszystami z połowy Europy. Jaka będzie kolejna kompromitacja?
504,2,A w warszawskim ratuszu niewygodne kwity już poszły do pieca czy pójdą dopiero po drugiej turze?
505,2,@anonymized_account @anonymized_account To w polskim sejmie jest jakaś opozycja? Ja widzę stado palantów.
506,1,@anonymized_account @anonymized_account mowa o tej dupie ?:)
507,2,"Od paliwa też za PO, za pis weszło w życie, te szczury kłamią"
508,1,"@anonymized_account @anonymized_account lepiej napisać że dostali wpierdol.A nie, bo ludzie którzy dostali po ryju by się mogli głupio poczuć."
509,2,"@anonymized_account to o tobie, nienawidzisz Polaków genetycznie"
510,1,@anonymized_account A jeszcze większymi idiotami są ci którzy go słuchają.
511,1,@anonymized_account Od dawna mówię ze on się z kangurem na glowy pozmieniał. Chory głupek z tytułem.
512,1,"@anonymized_account A ja uważam, że jesteś bucem."
513,2,"@anonymized_account Trochę mózgu, troszeczkę, minimalna ilość szarych komórek"
514,2,@anonymized_account @anonymized_account Mogę ci taki z dziesięć napisać pajacu. I kopii trochę też mogę przy okazji.
515,1,@anonymized_account jednym z frustratów jesteś ty.Taka prawda.
516,1,@anonymized_account Tak samo jak twoje brednie na TT sfrustrowany starcze.
517,2,"@anonymized_account @anonymized_account Was, gnidy powinno się zaorać na metr w głąb i grubo posypać niegaszonym wapnem. A dla pewności zbombardować napalmem."
518,1,@anonymized_account hehe niech uważa bo jeszcze ktoś uwierzy że będzie stawiał na wychowanki
519,2,@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Bo Gadowski już dawno powinien być zutylizowany.
520,2,@anonymized_account @anonymized_account Żeby mu ludzie wpierdol spuścili?
521,2,"@anonymized_account Wiem ze są wakacje,ale to nie zwalnia Pani od odrobiny myślenia.Tylko ze to nie przyzwyczajonym szkodzi..."
522,2,@anonymized_account @anonymized_account Czas zacząć rozliczać go za słowa.
523,2,"@anonymized_account Znaczy teraz to już oczywiste, że Lewandowski to najgorsza menda"
524,2,@anonymized_account Zwróciłeś złodzieju kasę za nagrody?
525,2,"@anonymized_account Oni to ćpają, marsz nie ma nic wspolnego z patrityzmem, to ty nie wiesz?"
526,2,"@anonymized_account @anonymized_account Kobieto, co Ty ćpasz? A moze Ci  wazelina mózg rozpuściła kompletnie."
